,Gender,Core_Ind,Parent_Same_LastName,ACU_Distance,PRIZM_HouseholdIncome,QUAL_Familiarity,QUAL_Rank,HS_SIZE,HS_RankPercent,HS_GPA_CALC,NUM_Advanced_Courses,ACT,Visited,Taylor_County,US,Abilene,Texas,CoC,Ethnicity
178064,1,0,2,250.0,75391.0,0.0,0.0,291.0,60.82,4.0,5.0,25.0,0,0,1,0,1,0,3
178066,1,0,2,318.0,51117.0,2.0,1.0,105.0,3.81,2.59,8.0,20.0,0,0,1,0,1,0,3
178071,1,0,1,227.0,41375.0,2.0,3.0,82.0,67.07,3.53,1.0,21.0,1,0,1,0,1,0,1
178076,1,0,2,292.0,49032.0,0.0,0.0,56.0,78.57,3.38,0.0,21.0,0,0,1,0,1,0,1
178077,1,1,2,0.0,27593.0,3.0,3.0,142.0,11.27,3.6,5.0,20.0,1,0,1,1,1,1,1
178078,1,1,2,0.0,27593.0,3.0,3.0,682.0,81.96,3.56,5.0,20.0,1,0,1,1,1,1,1
178079,1,0,0,156.0,45505.0,2.0,3.0,533.0,62.29,3.29,1.0,19.0,0,0,1,0,1,0,1
178081,1,1,2,388.0,58833.0,0.0,0.0,620.0,55.65,3.0810000000000004,1.0,16.0,0,0,1,0,1,0,3
178082,1,0,2,226.0,29683.0,2.0,3.0,290.0,92.76,4.148,7.0,17.0,0,0,1,0,1,0,3
178088,2,1,2,342.0,103148.0,2.0,3.0,512.0,47.46,2.89,5.0,26.0,0,0,1,0,1,0,1
178095,2,1,2,301.0,83004.0,2.0,3.0,356.0,97.47,3.8,12.0,27.0,0,0,1,0,1,0,1
178098,2,0,2,140.0,17302.0,0.0,3.0,217.0,83.41,3.52,8.0,21.0,0,0,1,0,1,0,3
178105,1,0,2,903.0,90132.0,0.0,0.0,551.0,86.21,3.94,4.0,23.0,0,0,1,0,0,0,1
178109,1,0,2,144.0,44978.0,0.0,0.0,453.0,94.7,4.0,14.0,26.0,0,0,1,0,1,0,1
178110,1,0,2,450.0,54747.0,1.0,1.0,440.0,97.5,3.98,13.0,24.0,0,0,1,0,1,0,3
178114,1,0,2,182.0,104220.0,4.0,3.0,324.0,21.6,2.355,2.0,19.0,0,0,1,0,1,0,1
178118,2,0,2,319.0,32054.0,0.0,0.0,121.0,32.23,2.04,10.0,15.0,0,0,1,0,1,0,2
178120,1,0,1,176.0,57372.0,1.0,3.0,575.0,88.35,3.51,8.0,19.0,0,0,1,0,1,0,2
178122,1,0,2,18.0,66438.0,3.0,3.0,69.0,81.16,4.163,9.0,24.0,1,0,1,1,1,0,1
178123,1,0,2,187.0,44440.0,2.0,1.0,343.0,63.85,3.19,2.0,21.0,0,0,1,0,1,0,3
178124,2,0,1,181.0,42419.0,0.0,0.0,352.0,47.16,3.23,0.0,17.0,0,0,1,0,1,0,2
178128,2,0,2,721.0,92952.0,2.0,3.0,727.0,36.45,3.0,3.0,21.0,0,0,1,0,0,0,1
178129,1,0,1,323.0,71298.0,0.0,0.0,468.0,89.1,3.3,12.0,24.0,0,0,1,0,1,0,2
178131,1,0,1,212.0,57231.0,3.0,4.0,631.0,82.57,3.855,10.0,20.0,1,0,1,0,1,0,3
178132,2,0,0,270.0,32333.0,2.0,2.0,74.0,67.57,3.45,9.0,20.0,0,0,1,0,1,0,2
178133,1,0,2,324.0,50000.0,1.0,2.0,26.0,80.77,3.89,0.0,23.0,0,0,1,0,1,0,1
178135,1,0,2,152.0,63542.0,0.0,0.0,455.0,68.35,2.88,11.0,18.0,0,0,1,0,1,0,2
178139,1,0,2,347.0,39229.0,2.0,3.0,339.0,87.32,3.87,12.0,22.0,0,0,1,0,1,0,3
178142,2,0,0,186.0,78872.0,1.0,3.0,25.0,20.0,3.33,3.0,22.0,0,0,1,0,1,0,1
178151,1,0,2,173.0,142969.0,0.0,0.0,450.0,90.44,3.96,9.0,24.0,0,0,1,0,1,0,1
178155,1,0,2,180.0,122055.0,0.0,0.0,1397.0,57.34,3.58,7.0,23.0,0,0,1,0,1,0,1
178156,2,0,2,218.0,67646.0,1.0,1.0,547.0,59.96,3.551,3.0,21.0,0,0,1,0,1,1,2
178157,1,0,2,161.0,68482.0,1.0,4.0,531.0,52.35,2.96,0.0,16.0,0,0,1,0,1,0,2
178166,2,0,2,438.0,63105.0,2.0,0.0,432.0,86.81,4.256,8.0,22.0,0,0,1,0,1,0,3
178168,2,0,2,156.0,122930.0,0.0,0.0,862.0,70.42,2.97,11.0,30.0,0,0,1,0,1,1,1
178169,2,0,2,82.0,63281.0,2.0,2.0,677.0,75.04,3.4589999999999996,7.0,25.0,0,0,1,0,1,0,3
178177,2,0,2,307.0,99155.0,0.0,0.0,496.0,44.56,3.37,0.0,17.0,0,0,1,0,1,0,2
178179,1,0,2,159.0,73795.0,0.0,0.0,321.0,47.66,2.81,2.0,14.0,0,0,1,0,1,0,1
178183,2,0,2,160.0,82112.0,3.0,3.0,40.0,92.5,3.57,12.0,27.0,1,0,1,0,1,0,3
178185,1,0,2,469.0,57747.0,2.0,3.0,597.0,87.94,3.92,10.0,24.0,1,0,1,0,1,0,3
178192,1,0,2,145.0,45333.0,0.0,0.0,285.0,96.84,4.0,11.0,29.0,1,0,1,0,1,0,1
178193,1,0,2,148.0,69486.0,2.0,3.0,18.0,66.67,4.0,14.0,25.0,1,0,1,0,1,0,1
178195,2,0,2,224.0,39468.0,0.0,0.0,140.0,20.71,2.82,0.0,15.0,0,0,1,0,1,0,1
178199,2,0,2,166.0,32556.0,0.0,0.0,359.0,88.58,3.892,13.0,21.0,0,0,1,0,1,0,3
178200,1,0,1,7.0,96875.0,3.0,3.0,216.0,99.54,4.0,8.0,34.0,1,0,1,1,1,0,1
178204,1,0,2,172.0,85767.0,0.0,0.0,415.0,70.36,3.63,5.0,20.0,0,0,1,0,1,0,1
178205,2,0,2,251.0,28805.0,2.0,4.0,469.0,98.72,3.71,13.0,21.0,0,0,1,0,1,0,2
178209,1,0,1,163.0,49118.0,0.0,0.0,167.0,67.66,3.623,5.0,18.0,0,0,1,0,1,0,2
178210,2,0,2,1038.0,98449.0,2.0,3.0,538.0,67.1,2.81,4.0,23.0,0,0,1,1,0,1,2
178211,1,0,2,182.0,91667.0,3.0,3.0,712.0,91.71,3.76,11.0,30.0,1,0,1,0,1,0,4
178214,1,0,2,140.0,69444.0,2.0,3.0,302.0,94.7,4.43,8.0,29.0,1,0,1,0,1,0,1
178216,2,1,2,168.0,65242.0,3.0,4.0,465.0,78.49,3.02,12.0,26.0,1,0,1,0,1,0,1
178218,1,1,2,7.0,84951.0,0.0,0.0,409.0,85.57,3.995,6.0,19.0,0,0,1,1,1,1,4
178219,1,1,2,1072.0,109020.0,2.0,3.0,783.0,81.1,3.88,6.0,29.0,1,0,1,0,0,1,1
178221,1,0,2,273.0,43390.0,0.0,3.0,359.0,86.63,3.59,9.0,22.0,0,0,1,0,1,0,1
178225,2,0,2,146.0,57037.0,2.0,3.0,604.0,94.87,3.85,9.0,28.0,0,0,1,0,1,0,1
178227,2,0,2,179.0,39875.0,0.0,0.0,613.0,46.0,2.69,5.0,20.0,0,0,1,0,1,0,2
178228,2,0,2,306.0,47275.0,0.0,0.0,593.0,68.63,2.81,4.0,17.0,0,0,1,0,1,0,2
178230,2,1,2,633.0,82674.0,0.0,0.0,447.0,36.47,2.95,1.0,21.0,1,0,1,0,0,0,1
178231,2,0,2,196.0,34922.0,2.0,2.0,39.0,97.44,4.0,4.0,31.0,0,0,1,0,1,0,1
178233,1,0,2,176.0,67901.0,0.0,0.0,540.0,40.37,3.22,5.0,25.0,0,0,1,0,1,0,4
178234,2,0,2,182.0,39792.0,0.0,0.0,613.0,66.23,3.18,5.0,28.0,0,0,1,0,1,0,1
178236,1,0,2,176.0,100508.0,2.0,2.0,1302.0,76.04,3.81,14.0,26.0,1,0,1,0,1,1,2
178238,1,0,1,221.0,35000.0,4.0,4.0,568.0,73.06,3.563,0.0,21.0,1,0,1,0,1,0,3
178240,1,0,2,384.0,55449.0,0.0,0.0,385.0,82.08,3.641,4.0,18.0,0,0,1,0,1,0,3
178243,2,1,2,951.0,38629.0,1.0,3.0,273.0,75.46,3.63,0.0,22.0,0,0,1,0,0,0,1
178246,2,0,2,1412.0,56869.0,4.0,4.0,334.0,72.46,3.51,0.0,24.0,1,0,1,1,0,0,1
178247,1,0,2,875.0,55542.0,2.0,3.0,15.0,73.33,3.7095,0.0,27.0,1,0,1,0,0,0,1
178252,1,0,1,223.0,51705.0,0.0,0.0,31.0,83.87,3.58,6.0,25.0,1,0,1,0,1,0,3
178257,1,0,2,149.0,71041.0,4.0,4.0,463.0,61.99,3.388,2.0,18.0,1,0,1,0,1,0,1
178258,1,0,2,160.0,151250.0,3.0,3.0,754.0,90.32,3.61,13.0,30.0,1,0,1,0,1,0,1
178261,1,0,2,163.0,31364.0,2.0,1.0,865.0,90.29,3.27,4.0,17.0,0,0,1,0,1,0,3
178262,1,0,2,182.0,62205.0,3.0,4.0,589.0,86.76,3.6,8.0,21.0,1,0,1,0,1,0,3
178269,2,1,2,5.0,79167.0,0.0,0.0,223.0,49.78,3.3480000000000003,2.0,23.0,0,0,1,1,1,0,1
178270,2,0,2,146.0,65016.0,0.0,0.0,635.0,80.0,3.33,7.0,22.0,0,0,1,0,1,0,2
178284,1,0,2,150.0,85019.0,3.0,3.0,802.0,72.32,3.75,1.0,22.0,0,0,1,0,1,0,1
178290,1,0,1,191.0,56171.0,1.0,1.0,260.0,88.85,3.48,5.0,18.0,0,0,1,0,1,0,1
178292,2,0,2,339.0,55208.0,2.0,5.0,544.0,34.19,3.2,0.0,19.0,1,0,1,0,1,0,3
178297,1,0,1,148.0,77188.0,0.0,0.0,433.0,85.91,4.175,4.0,23.0,0,0,1,0,1,1,1
178298,1,1,2,18.0,81186.0,4.0,3.0,236.0,86.02,4.058,6.0,25.0,1,0,1,1,1,1,1
178303,1,1,2,5.0,79873.0,2.0,3.0,229.0,80.79,3.9789999999999996,4.0,26.0,1,0,1,1,1,1,1
178304,2,1,2,162.0,85596.0,4.0,3.0,635.0,88.82,4.1739999999999995,10.0,29.0,1,0,1,0,1,1,1
178305,1,1,2,184.0,84422.0,3.0,5.0,1421.0,81.14,3.93,10.0,29.0,0,0,1,0,1,1,1
178306,2,1,1,210.0,86174.0,3.0,3.0,656.0,66.62,4.244,11.0,29.0,1,0,1,0,1,1,2
178309,2,1,2,5.0,69718.0,4.0,4.0,448.0,60.27,3.4539999999999997,0.0,26.0,1,0,1,1,1,0,1
178319,1,0,2,143.0,66830.0,4.0,4.0,614.0,91.21,4.355,11.0,22.0,1,0,1,0,1,0,2
178321,2,1,2,191.0,100872.0,2.0,2.0,327.0,17.43,2.2969999999999997,0.0,18.0,0,0,1,0,1,0,1
178322,2,1,2,37.0,40791.0,4.0,4.0,36.0,94.44,3.74,1.0,24.0,1,0,1,1,1,1,3
178326,2,1,2,95.0,28741.0,0.0,0.0,72.0,31.94,2.43,1.0,16.0,1,0,1,0,1,1,1
178329,1,0,2,153.0,39390.0,0.0,0.0,52.0,94.23,3.89,8.0,21.0,0,0,1,0,1,0,1
178330,2,1,2,230.0,81979.0,3.0,3.0,516.0,79.65,4.04,12.0,29.0,1,0,1,0,1,0,1
178337,2,0,1,172.0,47281.0,3.0,3.0,416.0,89.18,3.69,12.0,24.0,1,0,1,0,1,0,1
178341,1,0,2,153.0,53977.0,2.0,3.0,778.0,73.26,3.28,4.0,22.0,0,0,1,0,1,0,1
178343,1,1,2,147.0,100112.0,3.0,3.0,509.0,81.34,3.995,13.0,25.0,1,0,1,0,1,1,1
178345,1,0,2,178.0,113603.0,2.0,3.0,344.0,84.3,3.91,12.0,30.0,0,0,1,0,1,0,1
178351,1,0,2,136.0,92725.0,0.0,0.0,178.0,65.73,2.78,4.0,20.0,0,0,1,0,1,1,1
178352,1,0,2,136.0,92725.0,0.0,0.0,178.0,65.73,2.78,4.0,19.0,0,0,1,0,1,1,1
178353,2,0,2,142.0,33143.0,0.0,0.0,457.0,72.65,3.1,0.0,19.0,1,0,1,0,1,0,2
178358,2,0,1,176.0,38214.0,0.0,0.0,538.0,44.8,3.358,0.0,21.0,0,0,1,0,1,1,3
178359,1,0,2,83.0,17514.0,0.0,0.0,49.0,75.51,3.4864900000000003,0.0,17.0,0,0,1,0,1,0,2
178365,2,1,2,5.0,95146.0,0.0,0.0,435.0,92.64,4.0,11.0,23.0,0,0,1,1,1,1,1
178366,2,0,1,317.0,131604.0,0.0,0.0,142.0,0.0,1.5490000000000002,0.0,13.0,0,0,1,0,1,0,3
178369,1,0,0,192.0,86848.0,4.0,4.0,610.0,16.39,3.0,0.0,15.0,0,0,1,0,1,0,1
178371,2,0,1,171.0,33966.0,0.0,0.0,1005.0,22.79,3.15,0.0,20.0,0,0,1,0,1,0,2
178373,1,0,2,212.0,76398.0,2.0,4.0,739.0,38.43,3.108,1.0,21.0,1,0,1,0,1,0,4
178378,2,0,2,172.0,105560.0,0.0,0.0,70.0,74.29,3.84,0.0,18.0,0,0,1,0,1,0,3
178379,1,0,2,147.0,42405.0,0.0,0.0,721.0,62.69,3.795,0.0,19.0,0,0,1,0,1,0,1
178383,2,1,2,339.0,35227.0,3.0,1.0,315.0,74.6,3.01,9.0,19.0,0,0,1,0,1,0,2
178415,1,0,1,306.0,45377.0,0.0,0.0,475.0,97.68,3.7115,11.0,21.0,0,0,1,0,1,0,3
178416,1,0,2,162.0,147685.0,3.0,3.0,118.0,78.81,4.0,11.0,22.0,0,0,1,0,1,0,2
178428,1,0,2,257.0,66806.0,2.0,3.0,480.0,72.71,3.23,7.0,18.0,0,0,1,0,1,0,3
178429,1,0,2,436.0,118622.0,2.0,1.0,517.0,81.24,3.74231,9.0,16.0,0,0,1,0,1,0,3
178431,1,0,2,201.0,48602.0,0.0,0.0,290.0,66.9,3.49,1.0,15.0,0,0,1,0,1,0,2
178434,1,0,2,147.0,92892.0,0.0,0.0,41.0,65.85,3.46,15.0,22.0,0,0,1,0,1,0,1
178435,1,0,2,13.0,93750.0,0.0,0.0,93.0,90.32,3.96,10.0,24.0,0,0,1,1,1,1,1
178454,2,0,1,168.0,72115.0,2.0,3.0,686.0,12.24,2.29,0.0,20.0,0,0,1,0,1,0,2
178462,2,0,0,192.0,56044.0,0.0,0.0,493.0,26.37,2.97,2.0,15.0,0,0,1,0,1,0,3
178465,1,0,2,221.0,33920.0,2.0,0.0,611.0,55.65,3.23,0.0,14.0,0,0,1,0,1,0,3
178466,1,0,2,224.0,105400.0,0.0,0.0,300.0,74.67,3.548,1.0,14.0,0,0,1,0,1,0,3
178467,1,0,2,282.0,74124.0,1.0,3.0,75.0,85.33,3.3,7.0,25.0,0,0,1,0,1,0,1
178469,1,0,1,143.0,47870.0,0.0,0.0,515.0,69.9,3.7110000000000003,4.0,18.0,0,0,1,0,1,0,3
178474,1,0,2,152.0,114392.0,0.0,0.0,125.0,69.6,2.92,6.0,15.0,0,0,1,0,1,0,3
178475,1,0,2,388.0,60560.0,1.0,3.0,35.0,40.0,3.2685,7.0,19.0,0,0,1,0,1,0,3
178477,1,0,2,82.0,70186.0,0.0,0.0,40.0,27.5,3.105,0.0,14.0,0,0,1,0,1,0,2
178486,1,0,2,162.0,76593.0,2.0,1.0,556.0,78.06,3.3989999999999996,8.0,15.0,0,0,1,0,1,0,3
178488,1,0,2,214.0,54464.0,3.0,3.0,80.0,81.25,3.62,3.0,19.0,0,0,1,0,1,0,2
178489,1,0,2,437.0,68750.0,3.0,3.0,522.0,91.19,3.4,0.0,16.0,0,0,1,0,1,0,3
178491,1,0,2,287.0,36364.0,0.0,0.0,52.0,57.69,3.29,0.0,19.0,0,0,1,0,1,0,1
178492,2,0,2,142.0,83099.0,0.0,0.0,96.0,91.67,3.98,12.0,33.0,0,0,1,0,1,0,1
178493,1,0,0,146.0,49583.0,0.0,0.0,377.0,96.82,3.89,10.0,19.0,0,0,1,0,1,0,4
178496,2,0,2,220.0,34104.0,1.0,3.0,772.0,70.85,2.965,4.0,21.0,0,0,1,0,1,0,3
178497,2,0,1,183.0,91531.0,0.0,0.0,435.0,89.2,3.24,8.0,17.0,0,0,1,0,1,1,2
178499,1,0,2,342.0,64631.0,2.0,4.0,605.0,15.04,2.49,0.0,19.0,0,0,1,0,1,0,3
178500,2,0,2,229.0,62037.0,2.0,3.0,375.0,18.13,2.95,2.0,13.0,0,0,1,0,1,0,3
178503,1,0,2,173.0,40037.0,4.0,3.0,104.0,61.54,4.08,1.0,28.0,1,0,1,0,1,0,3
178507,2,0,1,139.0,25950.0,0.0,0.0,695.0,54.39,2.78,0.0,22.0,1,0,1,0,1,0,3
178509,1,1,2,214.0,86626.0,0.0,0.0,578.0,60.73,3.32,5.0,20.0,0,0,1,0,1,1,1
178511,1,0,2,313.0,134198.0,2.0,3.0,784.0,55.1,2.93,14.0,19.0,1,0,1,0,1,0,3
178512,1,0,2,727.0,118094.0,0.0,0.0,572.0,26.57,2.5,0.0,17.0,0,0,1,0,0,0,1
178518,1,0,0,298.0,120772.0,0.0,0.0,73.0,93.15,3.89,10.0,17.0,0,0,1,0,1,0,2
178523,2,0,2,140.0,119280.0,0.0,0.0,378.0,74.34,3.5580000000000003,8.0,25.0,0,0,1,0,1,0,1
178526,1,1,2,232.0,46921.0,2.0,3.0,131.0,65.65,3.55,10.0,20.0,1,0,1,0,1,1,1
178534,1,0,2,469.0,68196.0,0.0,0.0,474.0,75.95,3.21,12.0,20.0,0,0,1,0,1,0,3
178536,1,0,2,210.0,53045.0,2.0,3.0,772.0,77.07,4.0,12.0,25.0,1,0,1,0,1,0,3
178553,2,1,2,162.0,30900.0,3.0,3.0,585.0,31.97,2.25,0.0,16.0,1,0,1,0,1,0,1
178554,2,1,2,4.0,85088.0,2.0,3.0,407.0,53.56,3.303,8.0,19.0,0,0,1,1,1,0,1
178555,2,1,2,4.0,85088.0,2.0,3.0,407.0,53.56,3.303,8.0,19.0,0,0,1,1,1,0,1
178557,2,0,2,181.0,109846.0,1.0,3.0,37.0,64.86,2.7030000000000003,0.0,23.0,0,0,1,0,1,0,4
178575,1,0,2,214.0,34762.0,0.0,0.0,672.0,59.82,3.319,9.0,20.0,1,0,1,0,1,0,3
178579,2,0,2,1025.0,115170.0,0.0,0.0,529.0,58.6,2.72,2.0,17.0,0,0,1,1,0,0,2
178585,1,0,2,299.0,40536.0,0.0,0.0,826.0,59.93,3.77,0.0,23.0,0,0,1,0,1,0,1
178586,1,0,2,295.0,44208.0,0.0,0.0,1080.0,82.96,3.93,7.0,31.0,0,0,1,0,1,0,1
178590,1,0,2,205.0,118648.0,2.0,3.0,631.0,66.09,3.7739999999999996,6.0,26.0,0,0,1,0,1,0,3
178591,2,0,2,201.0,107958.0,2.0,3.0,570.0,66.67,3.83,0.0,23.0,0,0,1,0,1,0,1
178593,1,1,2,140.0,21429.0,4.0,4.0,370.0,92.97,4.0,0.0,25.0,1,0,1,0,1,0,1
178597,1,0,2,174.0,45163.0,2.0,3.0,453.0,57.4,3.5,6.0,23.0,0,0,1,0,1,0,1
178610,1,1,2,143.0,25915.0,0.0,0.0,92.0,9.78,2.6809,0.0,19.0,0,0,1,0,1,0,2
178611,1,0,2,166.0,69190.0,0.0,0.0,317.0,75.08,3.426,7.0,17.0,0,0,1,0,1,0,3
178613,2,0,2,224.0,70126.0,1.0,3.0,515.0,90.49,3.87,0.0,29.0,1,0,1,0,1,0,3
178617,1,0,2,152.0,59472.0,0.0,0.0,471.0,84.5,3.4359,0.0,22.0,1,0,1,0,1,0,2
178619,2,0,2,166.0,32162.0,2.0,4.0,779.0,40.69,3.1915,0.0,14.0,0,0,1,0,1,0,2
178636,1,0,2,570.0,58833.0,1.0,3.0,491.0,96.13,3.95,0.0,32.0,1,0,1,0,0,0,1
178642,1,0,2,178.0,116134.0,2.0,3.0,394.0,80.71,3.97,1.0,27.0,1,0,1,0,1,0,1
178644,1,0,2,394.0,42639.0,2.0,3.0,302.0,89.74,3.6489999999999996,6.0,21.0,0,0,1,0,1,0,3
178646,1,0,2,313.0,93085.0,2.0,3.0,583.0,47.86,2.81,10.0,25.0,0,0,1,0,1,0,2
178650,1,0,2,159.0,102609.0,2.0,3.0,856.0,43.22,3.29,0.0,20.0,0,0,1,0,1,0,3
178656,2,0,2,441.0,39944.0,2.0,3.0,407.0,83.05,3.133,11.0,20.0,0,0,1,0,1,0,4
178657,1,0,2,925.0,64773.0,0.0,0.0,724.0,89.78,3.69,12.0,27.0,0,0,1,0,0,0,1
178658,1,0,2,444.0,27500.0,4.0,4.0,478.0,49.37,2.521,1.0,18.0,1,0,1,0,1,0,3
178661,2,0,2,209.0,103333.0,0.0,0.0,687.0,26.78,3.11,0.0,18.0,1,0,1,0,1,0,2
178665,2,0,2,195.0,74500.0,0.0,0.0,103.0,16.5,2.94,0.0,22.0,0,0,1,0,1,0,1
178666,2,0,1,157.0,62527.0,1.0,1.0,638.0,85.42,3.75,4.0,18.0,0,0,1,0,1,0,2
178667,2,0,2,402.0,115115.0,0.0,0.0,652.0,26.99,2.696,3.0,20.0,0,0,1,0,1,0,3
178669,2,0,2,212.0,90748.0,0.0,0.0,522.0,82.76,3.63,9.0,27.0,0,0,1,0,1,0,1
178672,2,0,2,165.0,55323.0,3.0,4.0,186.0,67.74,3.36,10.0,23.0,1,0,1,0,1,0,4
178678,1,0,2,140.0,70495.0,0.0,0.0,532.0,64.85,2.9,6.0,13.0,0,0,1,0,1,0,3
178681,1,0,2,473.0,23707.0,1.0,1.0,471.0,95.33,3.9,12.0,17.0,0,0,1,0,1,0,3
178682,2,0,2,171.0,33229.0,2.0,3.0,207.0,77.78,2.93,4.0,17.0,0,0,1,0,1,0,2
178685,1,0,2,1.0,43286.0,4.0,3.0,58.0,10.34,2.69,0.0,14.0,0,0,1,1,1,0,1
178686,1,0,2,295.0,139148.0,1.0,3.0,325.0,84.62,3.9,6.0,22.0,1,0,1,0,1,0,4
178687,2,1,1,162.0,50826.0,3.0,1.0,118.0,80.51,4.1739999999999995,7.0,25.0,1,0,1,0,1,0,1
178691,1,0,0,306.0,70076.0,0.0,0.0,83.0,57.83,3.52,5.0,19.0,0,0,1,0,1,0,2
178697,2,0,2,191.0,106534.0,0.0,0.0,296.0,48.99,2.63,3.0,23.0,0,0,1,0,1,0,1
178700,2,0,2,216.0,45081.0,0.0,0.0,517.0,93.42,3.971,1.0,19.0,0,0,1,0,1,0,4
178702,1,0,2,136.0,67131.0,0.0,0.0,426.0,79.81,3.4,9.0,17.0,0,0,1,0,1,1,3
178703,2,0,2,157.0,62527.0,0.0,0.0,724.0,77.49,3.57,1.0,18.0,0,0,1,0,1,0,3
178716,1,0,2,151.0,53783.0,2.0,3.0,563.0,67.14,3.28,7.0,22.0,1,0,1,0,1,0,2
178729,1,0,2,148.0,82857.0,0.0,0.0,533.0,85.18,3.98,8.0,21.0,1,0,1,0,1,0,1
178735,1,0,2,184.0,82286.0,0.0,0.0,489.0,87.53,3.52,9.0,24.0,0,0,1,0,1,0,3
178737,2,0,2,165.0,33701.0,2.0,3.0,101.0,9.9,2.34,8.0,18.0,0,0,1,0,1,0,3
178742,1,0,2,152.0,43104.0,4.0,3.0,709.0,87.31,3.51,9.0,26.0,1,0,1,0,1,0,1
178743,1,0,2,559.0,41196.0,2.0,3.0,228.0,92.54,3.82,1.0,20.0,0,0,1,0,0,0,1
178747,2,0,2,214.0,44375.0,0.0,0.0,724.0,46.69,3.009,2.0,16.0,0,0,1,0,1,0,2
178748,2,0,2,333.0,59188.0,2.0,4.0,969.0,97.83,3.94,10.0,31.0,1,0,1,0,0,0,1
178749,1,0,2,217.0,56944.0,0.0,0.0,749.0,79.57,3.705,8.0,22.0,1,0,1,0,1,0,3
178750,1,0,2,563.0,46042.0,4.0,3.0,394.0,65.74,3.24,0.0,21.0,1,0,1,0,0,0,4
178752,1,0,2,159.0,86765.0,1.0,1.0,543.0,78.45,3.68,4.0,20.0,0,0,1,0,1,0,3
178765,2,0,1,258.0,33220.0,2.0,3.0,377.0,56.23,2.69,7.0,16.0,0,0,1,0,1,0,2
178767,1,0,2,183.0,79945.0,4.0,3.0,468.0,71.79,2.78,0.0,16.0,0,0,1,0,1,0,1
178768,2,0,1,352.0,25950.0,2.0,3.0,105.0,69.52,2.73,0.0,15.0,0,0,1,0,1,1,4
178769,1,0,2,207.0,103853.0,0.0,0.0,652.0,77.15,3.557,2.0,21.0,1,0,1,0,1,0,4
178771,1,0,2,159.0,41724.0,1.0,4.0,225.0,90.67,4.0,6.0,23.0,1,0,1,0,1,0,1
178777,2,0,2,220.0,56211.0,2.0,3.0,63.0,20.63,1.87,0.0,10.0,0,0,1,0,1,0,3
178778,2,0,2,192.0,117955.0,4.0,3.0,444.0,60.14,3.73,0.0,20.0,1,0,1,0,1,0,1
178779,2,0,2,168.0,71460.0,4.0,3.0,395.0,51.9,2.84,0.0,19.0,1,0,1,0,1,0,3
178781,1,0,0,149.0,55549.0,2.0,3.0,511.0,84.54,3.83,10.0,20.0,1,0,1,0,1,0,3
178785,2,0,2,214.0,58946.0,4.0,2.0,717.0,78.66,3.8139999999999996,0.0,17.0,1,0,1,0,1,0,2
178787,2,0,2,1281.0,56503.0,2.0,4.0,459.0,65.8,3.39,0.0,21.0,1,0,1,1,0,0,3
178795,2,0,2,201.0,45472.0,4.0,3.0,306.0,57.52,2.65,4.0,17.0,0,0,1,0,1,0,2
178797,1,0,2,438.0,52844.0,2.0,3.0,453.0,80.35,3.943,12.0,21.0,0,0,1,0,1,0,3
178802,2,1,2,477.0,43563.0,4.0,3.0,50.0,98.0,4.0,0.0,33.0,1,0,1,0,0,1,1
178807,1,0,2,162.0,54268.0,2.0,4.0,768.0,29.04,3.0,0.0,19.0,0,0,1,0,1,0,3
178809,2,0,2,211.0,35643.0,0.0,0.0,74.0,62.16,3.33,2.0,21.0,0,0,1,0,1,0,1
178811,2,0,2,146.0,49717.0,2.0,3.0,587.0,74.79,3.22,8.0,23.0,0,0,1,0,1,0,3
178813,1,0,2,168.0,72579.0,0.0,0.0,735.0,59.32,3.77,9.0,24.0,0,0,1,0,1,0,4
178818,1,0,2,541.0,101509.0,0.0,0.0,384.0,29.43,2.71,0.0,15.0,0,0,1,0,0,0,1
178822,1,1,2,4.0,35536.0,4.0,3.0,436.0,99.08,4.0,13.0,30.0,1,0,1,1,1,0,3
178823,1,0,0,213.0,47677.0,0.0,0.0,290.0,85.86,3.9,0.0,24.0,0,0,1,0,1,0,3
178826,1,0,2,195.0,66667.0,0.0,0.0,50.0,66.0,3.51,0.0,19.0,0,0,1,0,1,0,1
178832,1,0,2,295.0,134464.0,1.0,1.0,640.0,38.28,2.74,6.0,22.0,0,0,1,0,1,0,3
178834,1,0,2,150.0,113281.0,0.0,0.0,534.0,60.86,3.65,0.0,20.0,0,0,1,0,1,0,1
178835,1,0,2,561.0,44833.0,0.0,0.0,454.0,75.33,3.63,3.0,21.0,0,0,1,0,0,1,1
178837,1,0,2,381.0,47133.0,2.0,2.0,873.0,92.78,3.95,4.0,19.0,0,0,1,0,1,0,3
178846,1,0,2,147.0,52685.0,0.0,0.0,710.0,74.93,4.0,8.0,23.0,0,0,1,0,1,0,1
178848,2,0,2,159.0,81296.0,2.0,4.0,528.0,16.67,2.46,0.0,20.0,0,0,1,0,1,0,1
178855,2,1,2,179.0,54759.0,3.0,3.0,673.0,63.45,3.6667,0.0,29.0,1,0,1,0,1,0,4
178856,2,0,2,617.0,46591.0,2.0,3.0,63.0,98.41,4.0,0.0,29.0,1,0,1,0,0,0,1
178857,1,0,2,144.0,41085.0,2.0,1.0,29.0,17.24,3.6,13.0,24.0,0,0,1,0,1,0,2
178865,2,1,2,192.0,85025.0,0.0,4.0,531.0,67.23,3.5,2.0,22.0,1,0,1,0,1,1,1
